alpha_dep,alpha_ci,confounders_index_confounderDCI,confounders,sqrt_PEHE,|ATE_err|
0.55,0.3,"3,4,9","[3, 4, 9]",1.437743281624678,0.052377263729510126
0.55,0.35,"3,4,9","[3, 4, 9]",1.437743281624678,0.052377263729510126
0.55,0.4,"3,9","[3, 9]",1.4318178703083824,0.04478586983431576
0.55,0.45,"3,4,9","[3, 4, 9]",1.437743281624678,0.052377263729510126
0.55,0.5,9,[9],1.432649042983631,0.043722401059932636
0.55,0.55,9,[9],1.432649042983631,0.043722401059932636
0.55,0.6,9,[9],1.432649042983631,0.043722401059932636
0.55,0.65,9,[9],1.432649042983631,0.043722401059932636
0.55,0.7,9,[9],1.432649042983631,0.043722401059932636
0.55,0.75,9,[9],1.432649042983631,0.043722401059932636
0.55,0.8,9,[9],1.432649042983631,0.043722401059932636
0.55,0.85,9,[9],1.432649042983631,0.043722401059932636
0.55,0.9,9,[9],1.432649042983631,0.043722401059932636
0.55,0.95,9,[9],1.432649042983631,0.043722401059932636
0.6,0.05,"2,3,4,7,9","[2, 3, 4, 7, 9]",1.4407318653029182,0.05099325544669053
0.6,0.1,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.15,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.2,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.25,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.3,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.35,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.4,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.45,"3,4,7,9","[3, 4, 7, 9]",1.4392645500496748,0.052573189871270465
0.6,0.5,"7,9","[7, 9]",1.4331248881007237,0.04385194533778236
0.6,0.55,"7,9","[7, 9]",1.4331248881007237,0.04385194533778236
0.6,0.6,"7,9","[7, 9]",1.4331248881007237,0.04385194533778236
0.6,0.65,"7,9","[7, 9]",1.4331248881007237,0.04385194533778236
0.6,0.7,9,[9],1.432649042983631,0.043722401059932636
0.6,0.75,9,[9],1.432649042983631,0.043722401059932636
0.6,0.8,9,[9],1.432649042983631,0.043722401059932636
0.6,0.85,9,[9],1.432649042983631,0.043722401059932636
0.6,0.9,9,[9],1.432649042983631,0.043722401059932636
0.6,0.95,9,[9],1.432649042983631,0.043722401059932636
0.65,0.05,"2, 3, 4, 7, 9,15","[2, 3, 4, 7, 9, 15]",1.4413478538334754,0.050975430124569954
0.65,0.1,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.15,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.2,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.25,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.3,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.35,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.4,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.45,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.65,0.5,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.65,0.55,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.65,0.6,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.65,0.65,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.65,0.7,"9,15","[9, 15]",1.432376993326253,0.04379549918374703
0.65,0.75,"9,15","[9, 15]",1.432376993326253,0.04379549918374703
0.65,0.8,9,[9],1.432649042983631,0.043722401059932636
0.65,0.85,9,[9],1.432649042983631,0.043722401059932636
0.65,0.9,9,[9],1.432649042983631,0.043722401059932636
0.65,0.95,9,[9],1.432649042983631,0.043722401059932636
0.7,0.05,"2, 3, 4, 7, 9,15","[2, 3, 4, 7, 9, 15]",1.4413478538334754,0.050975430124569954
0.7,0.1,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.15,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.2,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.25,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.3,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.35,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.4,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.45,"3, 4, 7, 9,15","[3, 4, 7, 9, 15]",1.4388710759679586,0.05275832907835909
0.7,0.5,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.7,0.55,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.7,0.6,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.7,0.65,"7, 9,15","[7, 9, 15]",1.4322783326492594,0.044005321668683095
0.7,0.7,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.7,0.75,"9,15","[9, 15]",1.432376993326253,0.04379549918374703
0.7,0.8,9,[9],1.432649042983631,0.043722401059932636
0.7,0.85,9,[9],1.432649042983631,0.043722401059932636
0.7,0.9,9,[9],1.432649042983631,0.043722401059932636
0.7,0.95,9,[9],1.432649042983631,0.043722401059932636
0.75,0.05,"2, 3, 4, 7, 9,15,19","[2, 3, 4, 7, 9, 15, 19]",1.4410687052380662,0.05239061606485418
0.75,0.1,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.75,0.15,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.75,0.2,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.75,0.25,"3, 4, 7, 9,11,15","[3, 4, 7, 9, 11, 15]",1.4404736326912146,0.0533251263480885
0.75,0.3,"3, 4, 7, 9,11,15","[3, 4, 7, 9, 11, 15]",1.4404736326912146,0.0533251263480885
0.75,0.35,"3, 4, 7, 9,15,19","[3, 4, 7, 9, 15, 19]",1.4398714029036488,0.054432430754391525
0.75,0.4,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.75,0.45,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.75,0.5,"7, 9,11,15,19","[7, 9, 11, 15, 19]",1.4320596790670101,0.045914272427059366
0.75,0.55,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.75,0.6,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.75,0.65,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.75,0.7,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.75,0.75,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.75,0.8,9,[9],1.432649042983631,0.043722401059932636
0.75,0.85,9,[9],1.432649042983631,0.043722401059932636
0.75,0.9,9,[9],1.432649042983631,0.043722401059932636
0.75,0.95,9,[9],1.432649042983631,0.043722401059932636
0.8,0.05,"2, 3, 4, 7, 8, 9,11,15,19","[2, 3, 4, 7, 8, 9, 11, 15, 19]",1.4414101958955179,0.052678576927221776
0.8,0.1,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.8,0.15,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.8,0.2,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.8,0.25,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.8,0.3,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.8,0.35,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.8,0.4,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.8,0.45,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.8,0.5,"7, 9,11,15,19","[7, 9, 11, 15, 19]",1.4320596790670101,0.045914272427059366
0.8,0.55,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.8,0.6,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.8,0.65,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.8,0.7,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.8,0.75,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.8,0.8,9,[9],1.432649042983631,0.043722401059932636
0.8,0.85,9,[9],1.432649042983631,0.043722401059932636
0.8,0.9,9,[9],1.432649042983631,0.043722401059932636
0.8,0.95,9,[9],1.432649042983631,0.043722401059932636
0.85,0.05,"2, 3, 4, 7, 8, 9,11,15,19","[2, 3, 4, 7, 8, 9, 11, 15, 19]",1.4414101958955179,0.052678576927221776
0.85,0.1,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.85,0.15,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.85,0.2,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.85,0.25,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.85,0.3,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.85,0.35,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.85,0.4,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.85,0.45,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.85,0.5,"7, 9,11,15,19","[7, 9, 11, 15, 19]",1.4320596790670101,0.045914272427059366
0.85,0.55,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.85,0.6,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.85,0.65,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.85,0.7,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.85,0.75,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.85,0.8,9,[9],1.432649042983631,0.043722401059932636
0.85,0.85,9,[9],1.432649042983631,0.043722401059932636
0.85,0.9,9,[9],1.432649042983631,0.043722401059932636
0.85,0.95,9,[9],1.432649042983631,0.043722401059932636
0.9,0.05,"2, 3, 4, 7, 8, 9,11,14,15,19","[2, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4359517423721844,0.05137618883071493
0.9,0.1,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4346273949640265,0.0538634306872261
0.9,0.15,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4346273949640265,0.0538634306872261
0.9,0.2,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4346273949640265,0.0538634306872261
0.9,0.25,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4346273949640265,0.0538634306872261
0.9,0.3,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4346273949640265,0.0538634306872261
0.9,0.35,"3, 4, 7, 8, 9,11,15,19","[3, 4, 7, 8, 9, 11, 15, 19]",1.4405598714381518,0.054783400674142335
0.9,0.4,"3, 4, 7, 9,11,14,15,19","[3, 4, 7, 9, 11, 14, 15, 19]",1.4338638711504281,0.05372338652974218
0.9,0.45,"3, 4, 7, 9,11,15,19","[3, 4, 7, 9, 11, 15, 19]",1.4412041565671283,0.05498723586574972
0.9,0.5,"7, 9,11,14,15,19","[7, 9, 11, 14, 15, 19]",1.4366812986919473,0.05239437223463295
0.9,0.55,"7, 9,14,15,19","[7, 9, 14, 15, 19]",1.4349579495594234,0.051937987535485064
0.9,0.6,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.9,0.65,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.9,0.7,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.9,0.75,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.9,0.8,9,[9],1.432649042983631,0.043722401059932636
0.9,0.85,9,[9],1.432649042983631,0.043722401059932636
0.9,0.9,9,[9],1.432649042983631,0.043722401059932636
0.9,0.95,9,[9],1.432649042983631,0.043722401059932636
0.95,0.05,"2, 3, 4, 7, 8, 9,11,14,15,19","[2, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4359517423721844,0.05137618883071493
0.95,0.1,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4446601288079004,0.05491938058064161
0.95,0.15,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4446601288079004,0.05491938058064161
0.95,0.2,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4446601288079004,0.05491938058064161
0.95,0.25,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4446601288079004,0.05491938058064161
0.95,0.3,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4346273949640265,0.0538634306872261
0.95,0.35,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",1.4446601288079004,0.05491938058064161
0.95,0.4,"1, 3, 4, 7, 9,11,14,15,19","[1, 3, 4, 7, 9, 11, 14, 15, 19]",1.4440418003743,0.05490723110044371
0.95,0.45,"3, 4, 7, 9,11,14,15,19","[3, 4, 7, 9, 11, 14, 15, 19]",1.4338638711504281,0.05372338652974218
0.95,0.5,"1, 7, 9,11,14,15,19","[1, 7, 9, 11, 14, 15, 19]",1.440091602167934,0.053441770425014745
0.95,0.55,"7, 9,14,15,19","[7, 9, 14, 15, 19]",1.4349579495594234,0.051937987535485064
0.95,0.6,"7, 9,15,19","[7, 9, 15, 19]",1.43188939264402,0.045696668009982844
0.95,0.65,"1, 7, 9,15,19","[1, 7, 9, 15, 19]",1.4368861209876063,0.045671172887650435
0.95,0.7,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.95,0.75,"9,15,19","[9, 15, 19]",1.4316759079717651,0.04560262334224152
0.95,0.8,"1,9","[1, 9]",1.4380674807300144,0.04372311570403031
0.95,0.85,9,[9],1.432649042983631,0.043722401059932636
0.95,0.9,9,[9],1.432649042983631,0.043722401059932636
0.95,0.95,9,[9],1.432649042983631,0.043722401059932636
