alpha_dep,alpha_ci,confounders_index_confounderDCI,confounders,ATE_hat,|ATE_err|,sqrt_PEHE,sqrt_PEHE_CIhalf,ITE_R2
0.95,0.15,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",4.2317926273980415,0.22782503309750268,0.978535896353584,0.14494141339686312,-0.5461103953620003
0.95,0.2,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",4.2317926273980415,0.22782503309750268,0.978535896353584,0.14494141339686312,-0.5461103953620003
0.95,0.25,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",4.2317926273980415,0.22782503309750268,0.978535896353584,0.14494141339686312,-0.5461103953620003
0.95,0.3,"3, 4, 7, 8, 9,11,14,15,19","[3, 4, 7, 8, 9, 11, 14, 15, 19]",4.219004313757151,0.21503671945661207,1.0037651234441027,0.15637215462095536,-0.6268637414596752
0.95,0.35,"1, 3, 4, 7, 8, 9,11,14,15,19","[1, 3, 4, 7, 8, 9, 11, 14, 15, 19]",4.2317926273980415,0.22782503309750268,0.978535896353584,0.14494141339686312,-0.5461103953620003
0.95,0.4,"1, 3, 4, 7, 9,11,14,15,19","[1, 3, 4, 7, 9, 11, 14, 15, 19]",4.240431677855926,0.23646408355538728,0.9980760470822369,0.1563767350630349,-0.6084747311404164
0.95,0.45,"3, 4, 7, 9,11,14,15,19","[3, 4, 7, 9, 11, 14, 15, 19]",4.260955071267233,0.2569874769666942,1.0011644871717769,0.16743749211909112,-0.6184446404120914
0.95,0.5,"1, 7, 9,11,14,15,19","[1, 7, 9, 11, 14, 15, 19]",4.248980284061179,0.24501268976063972,0.9704816458750404,0.1390318078469523,-0.5207633199977981
0.95,0.55,"7, 9,14,15,19","[7, 9, 14, 15, 19]",4.078847147795381,0.0748795534948421,0.8725802180675609,0.14129196412283093,-0.22941272113627442
0.95,0.6,"7, 9,15,19","[7, 9, 15, 19]",4.154983991205852,0.15101639690531332,0.9208155227442848,0.12936465810032516,-0.3690907625299791
0.95,0.65,"1, 7, 9,15,19","[1, 7, 9, 15, 19]",4.02095503291787,0.016987438617331208,0.9260169959131876,0.1452657529194618,-0.38460180018016366
0.95,0.7,"9,15,19","[9, 15, 19]",3.882617465223314,0.12135012907722498,0.8817146796805841,0.12166498399600166,-0.2552872548337608
0.95,0.75,"9,15,19","[9, 15, 19]",3.882617465223314,0.12135012907722498,0.8817146796805841,0.12166498399600166,-0.2552872548337608
0.95,0.8,"1,9","[1, 9]",3.9749413257046946,0.02902626859584423,0.9219064747215949,0.135962504860195,-0.37233679179199597
0.95,0.85,9,[9],3.9413547371446738,0.06261285715586506,0.9111953788109072,0.12441756943333963,-0.3406332719983203
0.95,0.9,9,[9],3.9413547371446738,0.06261285715586506,0.9111953788109072,0.12441756943333963,-0.3406332719983203
0.95,0.95,9,[9],3.9413547371446738,0.06261285715586506,0.9111953788109072,0.12441756943333963,-0.3406332719983203
